"ImageID","idiom","rating","final_nouns","count_all_nouns","nouns_present_GPT","count_nouns_present_GPT","nouns_present_dreamlike","count_nouns_present_dreamlike","idiom_nouns","idiom_in_gpt","idiom_in_dreamlike","model","model_ratio","figure of speech","category","meaning","physical_attribution_meaning","prompt","model_text","text"
"GPT_P12_12-21.jpg","upper hand","4.4","upper, hand ","2.0","upper, hand ","2.0","hand","1.0","upper, hand ","total","partial","DallE3","1.0","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P2","GPT","0.0"
"GPT_P01_01-19-02.jpg","red tape","10.0","red, tape","2.0","red, tape","2.0","red","1.0","red, tape","total","partial","DallE3","1.0","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P1","GPT","0.0"
"dreamlike_P01_01_4-02.jpg","in hand","0.0","hand","1.0","hand","1.0","hand","1.0","hand","total","total","dreamlike","1.0","metonymy","body","if you have a particular situation in hand, you are in control of it","no","P1","no_model","0.0"
"dreamlike_P22_22_15.jpg","at bay","0.0","lion, eye, hunter, bowstring, taut, shot","6.0","lion, eye, hunter, bowstring, taut","5.0","lion, eye, taut","3.0","bay","none","none","dreamlike","0.5",,"nature","to keep something dangerous at a safe distance","maybe","P6","Llama3","0.0"
"GPT_P21_21-26.jpg","in a nutshell","7.800000000000001","nutshell, mayor, fight, crime, company, plan, chief, male","8.0","nutshell, mayor, male","3.0","company, chief, male","3.0","nutshell","total","none","DallE3",375,"metaphor","food","used when you are stating the main facts about something in a short clear way","no","P5","GPT","2.0"
"dreamlike_P20_20_52.jpg","earworm","1.8","song, morning, ear, worm","4.0","song, morning, ear","3.0","ear","1.0","ear, worm","partial","partial","dreamlike","0.25","metaphor","animal","a situation when a song that comes to your mind again and again","yes","P4","no_model","3.0"
"dreamlike_P23_23_16.jpg","on the ball","0.8","ball, business, person, sport","4.0","ball, business, person, sport","4.0","ball, person, sport","3.0","ball","total","total","dreamlike","0.75","metaphor","object","to be aware of and understand what is happening and be able to react quickly","yes","P7","Llama3","0.0"
"dreamlike_P21_21_12.jpg","cup of tea","4.0","music, opera, people, cup, tea, stuff","6.0","cup, music, people, stuff","4.0","people, cup, tea","3.0","cup, tea","partial","total","dreamlike","0.5","metaphor","object","if it is “your cup of tea” it is something that you prefer","no","P5","no_model","0.0"
"GPT_P12_12-20.jpg","red flag","9.6","red, flag","2.0","red, flag","2.0","red,flag","2.0","red, flag","total","total","DallE3","1.0","metaphor","object","a sign that something is not right or something bad may happen","no","P2","GPT","0.0"
"dreamlike_P20_20_51.jpg","hot potato","0.0","hot, potato, people, individual","4.0","hot, potato, people","3.0","potato","1.0","hot, potato","total","partial","dreamlike","0.25","metaphor","food","refers to a controversial or sensitive topic that people avoid discussing","no","P4","no_model","2.0"
"dreamlike_P01_01_3-02.jpg","on board","8.1","board","1.0","board","1.0","board","1.0","board","total","total","dreamlike","1.0","metaphor","object","as part of a group or team, especially for a special purpose","yes","P1","no_model","0.0"
"dreamlike_P12_12_5.jpg","at sea","5.2","sea","1.0","sea","1.0","sea","1.0","sea","total","total","dreamlike","1.0","metaphor","nature","It means to be confused or not understand something at all","yes","P2","no_model","0.0"
"GPT_P19_19-22.jpg","in the cards","8.200000000000001","card","1.0","card","1.0","card","1.0","card","total","total","DallE3","1.0","metonymy","object","Something very likely to happen, occur or take place","no","P3","GPT","0.0"
"dreamlike_P01_01_46-02.jpg","Easter egg","0.0","egg","1.0","egg","1.0","egg","1.0","egg","total","total","dreamlike","1.0","metaphor","food","a feature that is hidden in video games, websites, software or social media and only unveiled after playing or viewing for a long time","maybe","P1","no_model","0.0"
"dreamlike_P21_21_13.jpg","black hole","10.0","black, hole, place, handbag, company, key","6.0","black, hole, place, handbag, key","5.0","black, hole","2.0","black, hole","total","total","dreamlike","0.3333333333333333","metaphor","nature","a place in which things are lost never to be seen again","maybe","P5","no_model","0.0"
"dreamlike_P22_22_1.jpg","on the other hand","0.0","people, hand, line","3.0","people, hand,  line","3.0","hand","1.0","hand","total","total","dreamlike","0.3333333333333333","metonymy","body","from a different point of view","no","P6","Llama3","0.0"
"dreamlike_P19_19_7.jpg","at stake","6.4","stake","1.0","stake","1.0",,"1.0","stake","total",,"dreamlike","1.0","metaphor","object","If something that is valuable is at stake, it is in a situation where it might be lost","no","P3","no_model","2.0"
"GPT_P22_22-28.jpg","in the bag","0.0","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean","7.0","bag","total","total","DallE3","1.0","metaphor","object","if something is in the bag, it is almost certain to be won or achieved","no","P6","Llama3 + GPT","0.0"
"GPT_P23_23-30.jpg","in the dock","5.300000000000001","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock","total","total","DallE3","1.0","metaphor","object","on trial in court, especially in a criminal case","yes","P7","Llama3 + GPT","0.0"
"dreamlike_P22_22_14.jpg","old school","0.5","chalkboard, glasses, classroom, wooden, desk, textbook, teacher, cardigan, atmosphere, pot, plant, rug, wear out","13.0","chalkboard, glasses, classroom, wooden, desk, textbook, teacher, cardigan, pot, plant, rug, wear out","12.0","chalkboard, glasses, classroom, wooden, desk, atmosphere, pot, plant, rug","9.0","school","none","none","dreamlike","0.6923076923076923","metaphor","object","old fashioned ideas or approach compared to current trends","no","P6","Llama3","0.0"
"dreamlike_P20_20_10.jpg","down the road","1.3","road, end, point","3.0","road, end, point","3.0","road, end, point","3.0","road","total","total","dreamlike","1.0","metaphor","nature","at a future point or end","no","P4","no_model","2.0"
"GPT_P20_20-24.jpg","blue-collar","10.0","contractor, project, worker, physical, work, office, blue, collar","8.0","contractor, project, worker, physical, work, blue, collar","7.0","worker, physical, blue, collar","4.0","blue, collar","total","total","DallE3",875,"metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P4","GPT","0.0"
"GPT_P01_01-18-02.jpg","under fire","10.0","fire","1.0",,"0.0",,"0.0","fire",,,"DallE3","0.0","metaphor","nature","subject to extreme criticism or judgment","yes","P1","GPT","0.0"
"GPT_P19_19-23.jpg","across the board","7.300000000000001","board","1.0","board","1.0","board","1.0","board","total","total","DallE3","1.0","metaphor","object","affecting everyone or everything within an organization, system, or society","maybe","P3","GPT","0.0"
"dreamlike_P12_12_47.jpg","dark horse","1.2000000000000002","dark, horse","2.0","dark, horse","2.0","dark, horse","2.0","dark, horse","total","total","dreamlike","1.0","metaphor","animal","a person who keeps their interests and ideas secret, especially someone who has a surprising ability or skill","yes","P2","no_model","2.0"
"dreamlike_P19_19_49.jpg","a piece of cake","0.0","piece, cake","2.0","piece, cake","2.0","piece, cake","2.0","piece, cake","total","total","dreamlike","1.0","metaphor","food","very easy task","no","P3","no_model","0.0"
"GPT_P22_22-29.jpg","at the helm","10.0","person, eyes, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","11.0","person, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","10.0","person, horizon, sun, bridge, ship, wooden","6.0","helm","total","none","DallE3","0.9090909090909092","metaphor","object","in charge of an organization, group of people, etc.","yes","P6","Llama3 + GPT","0.0"
"dreamlike_P12_12_6.jpg","in the can","0.0","can","1.0","can","1.0","can","1.0","can","total","total","dreamlike","1.0","metonymy","object","(especially of filmed or recorded material) to be completed and ready for use","no","P2","no_model","2.0"
"GPT_P20_20-25.jpg","bread and butter","0.0","bread, butter, job, money, person","5.0","bread, butter, job, person","4.0","bread, person","2.0","bread, butter","total","partial","DallE3","0.8","metonymy","food","a job or activity that provides you with the money you need to live","maybe","P4","GPT","0.0"
"GPT_P21_21-27.jpg","in hot water","6.9","press, hot, water, leader, comment, phone, hack, reporter","8.0","hot, water, leader","3.0","water, phone, hack","3.0","hot, water","total","partial","DallE3",375,"metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P5","GPT","0.0"
"GPT_P23_23-31.jpg","on a roll","10.0","person, marbles, streak, multiple, roll, object, wave, blur, background, confetti","10.0","person, marbles, multiple, roll, object, wave, background, confetti","8.0","person, marbles, streak, multiple, roll, object, background, confetti","8.0","roll","total","total","DallE3","0.8","metaphor","object","experiencing a period of success or good luck","yes","P7","Llama3 + GPT","0.0"
"dreamlike_P20_20_11.jpg","hand in hand","2.3000000000000003","hand, movie, popcorn, thing","4.0","hand","1.0","hand, popcorn","2.0","hand, hand","total","total","dreamlike","0.5","metaphor","body","in a figurative sense, it is used to indicate that two things accompany, complement, or are concurrent with one another.","no","P4","no_model","2.0"
"dreamlike_P19_19_8.jpg","white paper","0.2","white, paper, country, report","4.0","white, paper, report","3.0","white","1.0","white, paper","total","partial","dreamlike","0.25","metonymy","object","in various countries, a government report on a particular subject giving information and details of future planned laws","yes","P3","no_model","2.0"
"dreamlike_P23_23_17.jpg","scapegoat","4.3","goat, person, weight","3.0","person, weight","2.0","goat","1.0","goat","none","total","dreamlike","0.3333333333333333","metaphor","animal","to be made to suffer or bear the punishment for someone else","yes","P7","Llama3","2.0"
"dreamlike_P22_22_2.jpg","on / to hand","1.9","chef, bake, bread, customer","4.0","chef, bake, bread","3.0","chef, bake, bread","3.0","hand","none","none","dreamlike","0.75","metonymy","body","present, nearby, close, or easily accessible","no","P6","Llama3","0.0"
"GPT_P12_12-21.jpg","upper hand","5.9","upper, hand ","2.0","upper, hand ","2.0","hand","1.0","upper, hand ","total","partial","DallE3","1.0","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P2","GPT","0.0"
"GPT_P01_01-19-02.jpg","red tape","7.7","red, tape","2.0","red, tape","2.0","red","1.0","red, tape","total","partial","DallE3","1.0","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P1","GPT","0.0"
"dreamlike_P01_01_4-02.jpg","in hand","1.2000000000000002","hand","1.0","hand","1.0","hand","1.0","hand","total","total","dreamlike","1.0","metonymy","body","if you have a particular situation in hand, you are in control of it","no","P1","no_model","0.0"
"dreamlike_P22_22_15.jpg","at bay","2.3000000000000003","lion, eye, hunter, bowstring, taut, shot","6.0","lion, eye, hunter, bowstring, taut","5.0","lion, eye, taut","3.0","bay","none","none","dreamlike","0.5",,"nature","to keep something dangerous at a safe distance","maybe","P6","Llama3","0.0"
"GPT_P21_21-26.jpg","in a nutshell","7.9","nutshell, mayor, fight, crime, company, plan, chief, male","8.0","nutshell, mayor, male","3.0","company, chief, male","3.0","nutshell","total","none","DallE3",375,"metaphor","food","used when you are stating the main facts about something in a short clear way","no","P5","GPT","2.0"
"dreamlike_P20_20_52.jpg","earworm","2.0","song, morning, ear, worm","4.0","song, morning, ear","3.0","ear","1.0","ear, worm","partial","partial","dreamlike","0.25","metaphor","animal","a situation when a song that comes to your mind again and again","yes","P4","no_model","3.0"
"dreamlike_P23_23_16.jpg","on the ball","3.1","ball, business, person, sport","4.0","ball, business, person, sport","4.0","ball, person, sport","3.0","ball","total","total","dreamlike","0.75","metaphor","object","to be aware of and understand what is happening and be able to react quickly","yes","P7","Llama3","0.0"
"dreamlike_P21_21_12.jpg","cup of tea","5.7","music, opera, people, cup, tea, stuff","6.0","cup, music, people, stuff","4.0","people, cup, tea","3.0","cup, tea","partial","total","dreamlike","0.5","metaphor","object","if it is “your cup of tea” it is something that you prefer","no","P5","no_model","0.0"
"GPT_P12_12-20.jpg","red flag","5.300000000000001","red, flag","2.0","red, flag","2.0","red,flag","2.0","red, flag","total","total","DallE3","1.0","metaphor","object","a sign that something is not right or something bad may happen","no","P2","GPT","0.0"
